tid,win_id,insts,uniq4k,ppki4k,new4k,newpageski,new_frac,jac,churn,cluster_id,hot
0,43,25000000,7086,0.28344,5049,0.20196,0.712532,0.145854,0.854146,3,0
0,44,25000000,4428,0.17712,3767,0.15068,0.850723,0.060905,0.939095,1,0
0,45,25000000,3826,0.15304,3620,0.1448,0.946158,0.025596,0.974404,1,0
0,46,25000000,4729,0.18916,4191,0.16764,0.886234,0.067107,0.932893,1,0
0,47,25000000,4661,0.18644,1744,0.06976,0.374169,0.450641,0.5493589999999999,0,0
0,48,25000000,4896,0.19584,1827,0.07308,0.373162,0.473027,0.526973,0,0
0,49,25000000,4717,0.18868,4587,0.18348,0.97244,0.013709,0.986291,1,0
0,50,25000000,10514,0.42056,10335,0.4134,0.982975,0.011892,0.988108,2,1
0,51,25000000,5504,0.22016,4912,0.19648,0.892442,0.038377,0.961623,1,0
0,52,25000000,4777,0.19108,1432,0.05728,0.29977,0.482266,0.517734,0,0
0,53,25000000,12652,0.50608,10288,0.41152,0.813152,0.15692,0.84308,2,1
0,54,25000000,3616,0.14464,3311,0.13244,0.915653,0.019107,0.980893,1,0
0,55,25000000,4130,0.1652,3672,0.14688,0.889104,0.062843,0.937157,1,0
0,56,25000000,4544,0.18176,3864,0.15456,0.850352,0.085064,0.914936,1,0
0,57,25000000,4667,0.18668,2652,0.10608,0.568245,0.280017,0.719983,3,0
0,58,25000000,4399,0.17596,2458,0.09832,0.558763,0.272421,0.727579,3,0
0,59,25000000,4431,0.17724,3179,0.12716,0.717445,0.165215,0.834785,3,0
0,60,25000000,4995,0.1998,4846,0.19384,0.97017,0.016061,0.983939,1,0
0,61,25000000,8588,0.34352,8305,0.3322,0.967047,0.021278,0.978722,2,1
0,62,25000000,5953,0.23812,4894,0.19576,0.822107,0.078549,0.921451,1,0
0,63,25000000,8398,0.33592,7966,0.31864,0.948559,0.031037,0.968963,2,1
0,64,25000000,9701,0.38804,7456,0.29824,0.768581,0.141605,0.858395,2,1
0,65,25000000,4182,0.16728,3677,0.14708,0.879244,0.037749,0.962251,1,0
0,66,25000000,4551,0.18204,4348,0.17392,0.955394,0.023798,0.976202,1,0
0,67,25000000,4791,0.19164,4060,0.1624,0.847422,0.084891,0.915109,1,0
0,68,25000000,4581,0.18324,2608,0.10432,0.569308,0.266658,0.7333419999999999,3,0
0,69,25000000,5466,0.21864,3296,0.13184,0.603,0.275486,0.724514,3,0
0,70,25000000,2076,0.08304,1945,0.0778,0.936898,0.017676,0.982324,1,0
0,71,25000000,12412,0.49648,12114,0.48456,0.975991,0.021001,0.978999,2,1
0,72,25000000,7838,0.31352,6770,0.2708,0.863741,0.055677,0.944323,2,1
0,73,25000000,6393,0.25572,5635,0.2254,0.881433,0.056261,0.943739,1,0
0,74,25000000,7509,0.30036,5237,0.20948,0.69743,0.195357,0.804643,3,0
0,75,25000000,3806,0.15224,3015,0.1206,0.79217,0.075162,0.924838,1,0
0,76,25000000,4174,0.16696,3793,0.15172,0.908721,0.050138,0.949862,1,0
0,77,25000000,4746,0.18984,4488,0.17952,0.945638,0.029785,0.970215,1,0
0,78,25000000,4527,0.18108,3763,0.15052,0.831235,0.089787,0.9102129999999999,1,0
0,79,25000000,4836,0.19344,1788,0.07152,0.369727,0.48266,0.51734,0,0
0,80,25000000,3174,0.12696,1182,0.04728,0.372401,0.331007,0.668993,0,0
0,81,25000000,6010,0.2404,5872,0.23488,0.977038,0.015255,0.984745,1,0
0,82,25000000,7170,0.2868,6739,0.26956,0.939888,0.033807,0.966193,1,0
0,83,25000000,9336,0.37344,8691,0.34764,0.930913,0.040666,0.959334,2,1
0,84,25000000,6651,0.26604,3434,0.13736,0.516313,0.251919,0.748081,3,0
0,85,25000000,4458,0.17832,4083,0.16332,0.915882,0.034936,0.965064,1,0
0,86,25000000,4806,0.19224,4461,0.17844,0.928215,0.038681,0.961319,1,0
0,87,25000000,3897,0.15588,3138,0.12552,0.805235,0.095544,0.904456,1,0
0,88,25000000,3855,0.1542,3470,0.1388,0.90013,0.05226,0.94774,1,0
0,89,25000000,4494,0.17976,3755,0.1502,0.835559,0.097109,0.902891,1,0
0,90,25000000,5430,0.2172,3338,0.13352,0.614733,0.267109,0.732891,3,0
0,91,25000000,6575,0.263,5500,0.22,0.836502,0.098353,0.901647,1,0
0,92,25000000,5461,0.21844,4646,0.18584,0.85076,0.072632,0.927368,1,0
0,93,25000000,10419,0.41676,9255,0.3702,0.888281,0.079098,0.920902,2,1
0,94,25000000,4104,0.16416,3314,0.13256,0.807505,0.057526,0.942474,1,0
0,95,25000000,4306,0.17224,4157,0.16628,0.965397,0.018037,0.981963,1,0
0,96,25000000,11003,0.44012,9125,0.365,0.829319,0.139826,0.860174,2,1
0,97,25000000,4551,0.18204,3455,0.1382,0.759174,0.075806,0.924194,1,0
0,98,25000000,4588,0.18352,3239,0.12956,0.705972,0.173171,0.826829,3,0
0,99,25000000,4756,0.19024,2795,0.1118,0.587679,0.26561,0.73439,3,0
0,100,25000000,4600,0.184,2051,0.08204,0.44587,0.374467,0.625533,0,0
0,101,25000000,2410,0.0964,2268,0.09072,0.941079,0.020676,0.979324,1,0
0,102,25000000,4323,0.17292,4197,0.16788,0.970854,0.019071,0.980929,1,0
0,103,25000000,10900,0.436,10678,0.42712,0.979633,0.014799,0.985201,2,1
0,104,25000000,4893,0.19572,4302,0.17208,0.879215,0.038876,0.961124,1,0
0,105,25000000,12285,0.4914,11910,0.4764,0.969475,0.022317,0.977683,2,1
0,106,25000000,4383,0.17532,3847,0.15388,0.877709,0.033226,0.966774,1,0
0,107,25000000,4295,0.1718,4058,0.16232,0.94482,0.028077,0.971923,1,0
0,108,25000000,4960,0.1984,4315,0.1726,0.86996,0.074913,0.925087,1,0
0,109,25000000,4858,0.19432,4567,0.18268,0.940099,0.030545,0.969455,1,0
0,110,25000000,4551,0.18204,3743,0.14972,0.822457,0.093943,0.906057,1,0
0,111,25000000,4495,0.1798,2097,0.08388,0.466518,0.36071,0.63929,0,0
0,112,25000000,4505,0.1802,2298,0.09192,0.5101,0.324893,0.675107,3,0
0,113,25000000,9255,0.3702,9109,0.36436,0.984225,0.010724,0.989276,2,1
0,114,25000000,9217,0.36868,7520,0.3008,0.815884,0.101162,0.898838,2,1
0,115,25000000,4781,0.19124,3868,0.15472,0.809036,0.069775,0.930225,1,0
0,116,25000000,8000,0.32,7395,0.2958,0.924375,0.049688,0.950312,2,1
0,117,25000000,10274,0.41096,7950,0.318,0.773798,0.145705,0.854295,2,1
0,118,25000000,4453,0.17812,3472,0.13888,0.779699,0.071366,0.928634,1,0
0,119,25000000,5431,0.21724,4231,0.16924,0.779046,0.138185,0.861815,1,0
0,120,25000000,4547,0.18188,2515,0.1006,0.553112,0.255726,0.744274,3,0
0,121,25000000,4390,0.1756,1388,0.05552,0.316173,0.505813,0.49418700000000004,0,0
0,122,25000000,5907,0.23628,5771,0.23084,0.976976,0.013385,0.986615,1,0
0,123,25000000,5864,0.23456,5052,0.20208,0.861528,0.074094,0.925906,1,0
0,124,25000000,5279,0.21116,4775,0.191,0.904527,0.047373,0.952627,1,0
0,125,25000000,10632,0.42528,10338,0.41352,0.972348,0.018826,0.981174,2,1
0,126,25000000,5393,0.21572,4689,0.18756,0.86946,0.04595,0.95405,1,0
0,127,25000000,4759,0.19036,3513,0.14052,0.73818,0.139906,0.860094,1,0
0,128,25000000,3920,0.1568,3128,0.12512,0.797959,0.100418,0.899582,1,0
0,129,25000000,3709,0.14836,3405,0.1362,0.918037,0.041502,0.958498,1,0
0,130,25000000,4844,0.19376,3801,0.15204,0.784682,0.138881,0.861119,1,0
0,131,25000000,3630,0.1452,1679,0.06716,0.462534,0.299096,0.700904,3,0
0,132,25000000,12087,0.48348,11943,0.47772,0.988086,0.009247,0.990753,2,1
0,133,25000000,9639,0.38556,8188,0.32752,0.849466,0.071566,0.928434,2,1
0,134,25000000,5107,0.20428,4955,0.1982,0.970237,0.010415,0.989585,1,0
0,135,25000000,4789,0.19156,19,0.00076,0.003967,0.93055,0.06945000000000001,0,0
0,136,25000000,7925,0.317,7789,0.31156,0.982839,0.010813,0.989187,2,1
0,137,25000000,5500,0.22,5186,0.20744,0.942909,0.023949,0.976051,1,0
0,138,25000000,4420,0.1768,3295,0.1318,0.745475,0.127914,0.872086,1,0
0,139,25000000,4372,0.17488,2904,0.11616,0.664227,0.200437,0.799563,3,0
0,140,25000000,4515,0.1806,1850,0.074,0.409745,0.428319,0.571681,0,0
0,141,25000000,3334,0.13336,1212,0.04848,0.363527,0.370526,0.629474,0,0
0,142,25000000,8637,0.34548,8345,0.3338,0.966192,0.025002,0.974998,2,1
0,143,25000000,9550,0.382,8844,0.35376,0.926073,0.040387,0.959613,2,1
